year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
1958,1958-06-11,Group stage,Paraguay,Scotland,Paraguay,Juan Bautista Agüero,4,4,Normal
1958,1958-06-11,Group stage,Paraguay,Scotland,Scotland,Jackie Mudie,24,24,Normal
1958,1958-06-11,Group stage,Paraguay,Scotland,Paraguay,Cayetano Ré,45,45,Normal
1958,1958-06-11,Group stage,Paraguay,Scotland,Paraguay,José Parodi,73,73,Normal
1958,1958-06-11,Group stage,Paraguay,Scotland,Scotland,Bobby Collins,74,74,Normal
1958,1958-06-11,Group stage,Yugoslavia,France,France,Just Fontaine,4,4,Normal
1958,1958-06-11,Group stage,Yugoslavia,France,Yugoslavia,Aleksandar Petaković,16,16,Normal
1958,1958-06-11,Group stage,Yugoslavia,France,Yugoslavia,Todor Veselinović,63,63,Normal
1958,1958-06-11,Group stage,Yugoslavia,France,France,Just Fontaine,85,85,Normal
1958,1958-06-11,Group stage,Yugoslavia,France,Yugoslavia,Todor Veselinović,88,88,Normal
1958,1958-06-11,Group stage,Mexico,Wales,Wales,Ivor Allchurch,32,32,Normal
1958,1958-06-11,Group stage,Mexico,Wales,Mexico,Jaime Belmonte,89,89,Normal
1958,1958-06-11,Group stage,Soviet Union,Austria,Soviet Union,Anatoli Ilyin,15,15,Normal
1958,1958-06-11,Group stage,Soviet Union,Austria,Soviet Union,Valentin Ivanov,62,62,Normal
1958,1958-06-12,Group stage,Sweden,Hungary,Sweden,Kurt Hamrin,34,34,Normal
1958,1958-06-12,Group stage,Sweden,Hungary,Sweden,Kurt Hamrin,55,55,Normal
1958,1958-06-12,Group stage,Sweden,Hungary,Hungary,Lajos Tichy,77,77,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Milan Dvořák,8,8,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Zdeněk Zikán,17,17,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Zdeněk Zikán,40,40,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Argentina,Oreste Corbatta,65,65,Penalty
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Jiří Feureisl,69,69,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Václav Hovorka,82,82,Normal
1958,1958-06-15,Group stage,Czechoslovakia,Argentina,Czechoslovakia,Václav Hovorka,89,89,Normal
1958,1958-06-15,Group stage,West Germany,Northern Ireland,Northern Ireland,Peter McParland,18,18,Normal
1958,1958-06-15,Group stage,West Germany,Northern Ireland,West Germany,Helmut Rahn,20,20,Normal
1958,1958-06-15,Group stage,West Germany,Northern Ireland,Northern Ireland,Peter McParland,60,60,Normal
1958,1958-06-15,Group stage,West Germany,Northern Ireland,West Germany,Uwe Seeler,78,78,Normal
1958,1958-06-15,Group stage,France,Scotland,France,Raymond Kopa,22,22,Normal
1958,1958-06-15,Group stage,France,Scotland,France,Just Fontaine,44,44,Normal
1958,1958-06-15,Group stage,France,Scotland,Scotland,Sammy Baird,58,58,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Yugoslavia,Radivoje Ognjanović,18,18,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Paraguay,José Parodi,20,20,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Yugoslavia,Todor Veselinović,21,21,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Paraguay,Juan Bautista Agüero,52,52,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Yugoslavia,Zdravko Rajkov,73,73,Normal
1958,1958-06-15,Group stage,Paraguay,Yugoslavia,Paraguay,Jorge Lino Romero,80,80,Normal
1958,1958-06-15,Group stage,Hungary,Mexico,Hungary,Lajos Tichy,19,19,Normal
1958,1958-06-15,Group stage,Hungary,Mexico,Hungary,Lajos Tichy,46,46,Normal
1958,1958-06-15,Group stage,Hungary,Mexico,Hungary,Károly Sándor,54,54,Normal
1958,1958-06-15,Group stage,Hungary,Mexico,Hungary,József Bencsics,69,69,Normal
1958,1958-06-15,Group stage,Brazil,Soviet Union,Brazil,not applicable Vavá,3,3,Normal
1958,1958-06-15,Group stage,Brazil,Soviet Union,Brazil,not applicable Vavá,77,77,Normal
1958,1958-06-15,Group stage,England,Austria,Austria,Karl Koller,15,15,Normal
1958,1958-06-15,Group stage,England,Austria,England,Johnny Haynes,56,56,Normal
1958,1958-06-15,Group stage,England,Austria,Austria,Alfred Körner,71,71,Normal
1958,1958-06-15,Group stage,England,Austria,England,Derek Kevan,74,74,Normal
1958,1958-06-17,Group stage,Northern Ireland,Czechoslovakia,Czechoslovakia,Zdeněk Zikán,18,18,Normal
1958,1958-06-17,Group stage,Northern Ireland,Czechoslovakia,Northern Ireland,Peter McParland,44,44,Normal
1958,1958-06-17,Group stage,Northern Ireland,Czechoslovakia,Northern Ireland,Peter McParland,97,97,Normal
1958,1958-06-17,Group stage,Wales,Hungary,Hungary,Lajos Tichy,33,33,Normal
1958,1958-06-17,Group stage,Wales,Hungary,Wales,Ivor Allchurch,55,55,Normal
1958,1958-06-17,Group stage,Wales,Hungary,Wales,Terry Medwin,76,76,Normal
1958,1958-06-17,Group stage,Soviet Union,England,Soviet Union,Anatoli Ilyin,69,69,Normal
1958,1958-06-19,Quarter-finals,Brazil,Wales,Brazil,not applicable Pelé,66,66,Normal
1958,1958-06-19,Quarter-finals,France,Northern Ireland,France,Maryan Wisnieski,44,44,Normal
1958,1958-06-19,Quarter-finals,France,Northern Ireland,France,Just Fontaine,55,55,Normal
1958,1958-06-19,Quarter-finals,France,Northern Ireland,France,Just Fontaine,63,63,Normal
1958,1958-06-19,Quarter-finals,France,Northern Ireland,France,Roger Piantoni,68,68,Normal
1958,1958-06-19,Quarter-finals,Sweden,Soviet Union,Sweden,Kurt Hamrin,49,49,Normal
1958,1958-06-19,Quarter-finals,Sweden,Soviet Union,Sweden,Agne Simonsson,88,88,Normal
1958,1958-06-19,Quarter-finals,West Germany,Yugoslavia,West Germany,Helmut Rahn,12,12,Normal
1958,1958-06-24,Semi-finals,Brazil,France,Brazil,not applicable Vavá,2,2,Normal
1958,1958-06-24,Semi-finals,Brazil,France,France,Just Fontaine,9,9,Normal
1958,1958-06-24,Semi-finals,Brazil,France,Brazil,not applicable Didi,39,39,Normal
1958,1958-06-24,Semi-finals,Brazil,France,Brazil,not applicable Pelé,52,52,Normal
1958,1958-06-24,Semi-finals,Brazil,France,Brazil,not applicable Pelé,64,64,Normal
1958,1958-06-24,Semi-finals,Brazil,France,Brazil,not applicable Pelé,75,75,Normal
1958,1958-06-24,Semi-finals,Brazil,France,France,Roger Piantoni,83,83,Normal
1958,1958-06-24,Semi-finals,Sweden,West Germany,West Germany,Hans Schäfer,24,24,Normal
1958,1958-06-24,Semi-finals,Sweden,West Germany,Sweden,Lennart Skoglund,32,32,Normal
1958,1958-06-24,Semi-finals,Sweden,West Germany,Sweden,Gunnar Gren,81,81,Normal
1958,1958-06-24,Semi-finals,Sweden,West Germany,Sweden,Kurt Hamrin,88,88,Normal
1958,1958-06-28,Third-place match,France,West Germany,France,Just Fontaine,16,16,Normal
1958,1958-06-28,Third-place match,France,West Germany,West Germany,Hans Cieslarczyk,18,18,Normal
1958,1958-06-28,Third-place match,France,West Germany,France,Raymond Kopa,27,27,Penalty
1958,1958-06-28,Third-place match,France,West Germany,France,Just Fontaine,36,36,Normal
1958,1958-06-28,Third-place match,France,West Germany,France,Yvon Douis,50,50,Normal
1958,1958-06-28,Third-place match,France,West Germany,West Germany,Helmut Rahn,52,52,Normal
1958,1958-06-28,Third-place match,France,West Germany,France,Just Fontaine,78,78,Normal
1958,1958-06-28,Third-place match,France,West Germany,West Germany,Hans Schäfer,84,84,Normal
1958,1958-06-28,Third-place match,France,West Germany,France,Just Fontaine,89,89,Normal
1958,1958-06-29,Final,Brazil,Sweden,Sweden,Nils Liedholm,4,4,Normal
1958,1958-06-29,Final,Brazil,Sweden,Brazil,not applicable Vavá,9,9,Normal
1958,1958-06-29,Final,Brazil,Sweden,Brazil,not applicable Vavá,32,32,Normal
1958,1958-06-29,Final,Brazil,Sweden,Brazil,not applicable Pelé,55,55,Normal
1958,1958-06-29,Final,Brazil,Sweden,Brazil,Mário Zagallo,68,68,Normal
1958,1958-06-29,Final,Brazil,Sweden,Sweden,Agne Simonsson,80,80,Normal
1958,1958-06-29,Final,Brazil,Sweden,Brazil,not applicable Pelé,90,90,Normal
1954,1954-06-16,Group stage,Brazil,Mexico,Brazil,not applicable Baltazar,23,23,Normal
1954,1954-06-16,Group stage,Brazil,Mexico,Brazil,not applicable Didi,30,30,Normal
1954,1954-06-16,Group stage,Brazil,Mexico,Brazil,not applicable Pinga,34,34,Normal
1954,1954-06-16,Group stage,Brazil,Mexico,Brazil,not applicable Pinga,43,43,Normal
1954,1954-06-16,Group stage,Brazil,Mexico,Brazil,not applicable Julinho,69,69,Normal
1954,1954-06-16,Group stage,Yugoslavia,France,Yugoslavia,Miloš Milutinović,15,15,Normal
1954,1954-06-16,Group stage,Austria,Scotland,Austria,Erich Probst,33,33,Normal
1954,1954-06-16,Group stage,Uruguay,Czechoslovakia,Uruguay,Oscar Míguez,71,71,Normal
1954,1954-06-16,Group stage,Uruguay,Czechoslovakia,Uruguay,Juan Alberto Schiaffino,84,84,Normal
1954,1954-06-17,Group stage,Switzerland,Italy,Switzerland,Robert Ballaman,18,18,Normal
1954,1954-06-17,Group stage,Switzerland,Italy,Italy,Giampiero Boniperti,44,44,Normal
1954,1954-06-17,Group stage,Switzerland,Italy,Switzerland,Josef Hügi,78,78,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Ferenc Puskás,12,12,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Mihály Lantos,18,18,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Sándor Kocsis,24,24,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Sándor Kocsis,36,36,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Sándor Kocsis,50,50,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Zoltán Czibor,59,59,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Péter Palotás,75,75,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Péter Palotás,83,83,Normal
1954,1954-06-17,Group stage,Hungary,South Korea,Hungary,Ferenc Puskás,89,89,Normal
1954,1954-06-17,Group stage,West Germany,Turkey,Turkey,Suat Mamat,2,2,Normal
1954,1954-06-17,Group stage,West Germany,Turkey,West Germany,Hans Schäfer,14,14,Normal
1954,1954-06-17,Group stage,West Germany,Turkey,West Germany,Bernhard Klodt,52,52,Normal
1954,1954-06-17,Group stage,West Germany,Turkey,West Germany,Ottmar Walter,60,60,Normal
1954,1954-06-17,Group stage,West Germany,Turkey,West Germany,Max Morlock,84,84,Normal
1954,1954-06-17,Group stage,England,Belgium,Belgium,Léopold Anoul,5,5,Normal
1954,1954-06-17,Group stage,England,Belgium,England,Ivor Broadis,26,26,Normal
1954,1954-06-17,Group stage,England,Belgium,England,Nat Lofthouse,36,36,Normal
1954,1954-06-17,Group stage,England,Belgium,England,Ivor Broadis,63,63,Normal
1954,1954-06-17,Group stage,England,Belgium,Belgium,Henri Coppens,67,67,Normal
1954,1954-06-17,Group stage,England,Belgium,Belgium,Léopold Anoul,71,71,Normal
1954,1954-06-17,Group stage,England,Belgium,England,Nat Lofthouse,91,91,Normal
1954,1954-06-17,Group stage,England,Belgium,Belgium,Jimmy Dickinson,94,94,Own Goal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Carlos Borges,17,17,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Oscar Míguez,30,30,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Carlos Borges,47,47,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Julio Abbadie,54,54,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Carlos Borges,57,57,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Oscar Míguez,83,83,Normal
1954,1954-06-19,Group stage,Uruguay,Scotland,Uruguay,Julio Abbadie,85,85,Normal
1954,1954-06-19,Group stage,Brazil,Yugoslavia,Yugoslavia,Branko Zebec,48,48,Normal
1954,1954-06-19,Group stage,Brazil,Yugoslavia,Brazil,not applicable Didi,69,69,Normal
1954,1954-06-19,Group stage,Austria,Czechoslovakia,Austria,Ernst Stojaspal,3,3,Normal
1954,1954-06-19,Group stage,Austria,Czechoslovakia,Austria,Erich Probst,4,4,Normal
1954,1954-06-19,Group stage,Austria,Czechoslovakia,Austria,Erich Probst,21,21,Normal
1954,1954-06-19,Group stage,Austria,Czechoslovakia,Austria,Erich Probst,24,24,Normal
1954,1954-06-19,Group stage,Austria,Czechoslovakia,Austria,Ernst Stojaspal,65,65,Normal
1954,1954-06-19,Group stage,France,Mexico,France,Jean Vincent,19,19,Normal
1954,1954-06-19,Group stage,France,Mexico,France,Raúl Cárdenas,46,46,Own Goal
1954,1954-06-19,Group stage,France,Mexico,Mexico,José Luis Lamadrid,54,54,Normal
1954,1954-06-19,Group stage,France,Mexico,Mexico,Tomás Balcázar,85,85,Normal
1954,1954-06-19,Group stage,France,Mexico,France,Raymond Kopa,88,88,Penalty
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Sándor Kocsis,3,3,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Ferenc Puskás,17,17,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Sándor Kocsis,21,21,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,West Germany,Alfred Pfaff,25,25,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Nándor Hidegkuti,52,52,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Nándor Hidegkuti,54,54,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Sándor Kocsis,69,69,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,József Tóth,75,75,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,West Germany,Helmut Rahn,77,77,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,Hungary,Sándor Kocsis,78,78,Normal
1954,1954-06-20,Group stage,Hungary,West Germany,West Germany,Richard Herrmann,84,84,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Suat Mamat,10,10,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Lefter Küçükandonyadis,24,24,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Suat Mamat,30,30,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Burhan Sargun,37,37,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Burhan Sargun,64,64,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Burhan Sargun,70,70,Normal
1954,1954-06-20,Group stage,Turkey,South Korea,Turkey,Erol Keskin,76,76,Normal
1954,1954-06-20,Group stage,Italy,Belgium,Italy,Egisto Pandolfini,41,41,Penalty
1954,1954-06-20,Group stage,Italy,Belgium,Italy,Carlo Galli,48,48,Normal
1954,1954-06-20,Group stage,Italy,Belgium,Italy,Amleto Frignani,58,58,Normal
1954,1954-06-20,Group stage,Italy,Belgium,Italy,Benito Lorenzi,78,78,Normal
1954,1954-06-20,Group stage,Italy,Belgium,Belgium,Léopold Anoul,81,81,Normal
1954,1954-06-20,Group stage,England,Switzerland,England,Jimmy Mullen,43,43,Normal
1954,1954-06-20,Group stage,England,Switzerland,England,Dennis Wilshaw,69,69,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Ottmar Walter,7,7,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Hans Schäfer,12,12,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,Turkey,Mustafa Ertan,21,21,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Max Morlock,30,30,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Max Morlock,60,60,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Fritz Walter,62,62,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Max Morlock,77,77,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,West Germany,Hans Schäfer,79,79,Normal
1954,1954-06-23,Group stage,West Germany,Turkey,Turkey,Lefter Küçükandonyadis,82,82,Normal
1954,1954-06-23,Group stage,Switzerland,Italy,Switzerland,Josef Hügi,14,14,Normal
1954,1954-06-23,Group stage,Switzerland,Italy,Switzerland,Robert Ballaman,48,48,Normal
1954,1954-06-23,Group stage,Switzerland,Italy,Italy,Fulvio Nesti,67,67,Normal
1954,1954-06-23,Group stage,Switzerland,Italy,Switzerland,Josef Hügi,85,85,Normal
1954,1954-06-23,Group stage,Switzerland,Italy,Switzerland,Jacques Fatton,90,90,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Switzerland,Robert Ballaman,16,16,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Switzerland,Josef Hügi,17,17,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Switzerland,Josef Hügi,19,19,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Theodor Wagner,25,25,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Alfred Körner,26,26,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Theodor Wagner,27,27,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Ernst Ocwirk,32,32,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Alfred Körner,34,34,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Switzerland,Robert Ballaman,39,39,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Theodor Wagner,53,53,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Switzerland,Josef Hügi,60,60,Normal
1954,1954-06-26,Quarter-finals,Austria,Switzerland,Austria,Erich Probst,76,76,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,Uruguay,Carlos Borges,5,5,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,England,Nat Lofthouse,16,16,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,Uruguay,Obdulio Varela,39,39,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,Uruguay,Juan Alberto Schiaffino,46,46,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,England,Tom Finney,67,67,Normal
1954,1954-06-26,Quarter-finals,Uruguay,England,Uruguay,Javier Ambrois,78,78,Normal
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Hungary,Nándor Hidegkuti,4,4,Normal
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Hungary,Sándor Kocsis,7,7,Normal
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Brazil,Djalma Santos,18,18,Penalty
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Hungary,Mihály Lantos,60,60,Penalty
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Brazil,not applicable Julinho,65,65,Normal
1954,1954-06-27,Quarter-finals,Hungary,Brazil,Hungary,Sándor Kocsis,88,88,Normal
1954,1954-06-27,Quarter-finals,West Germany,Yugoslavia,West Germany,Ivica Horvat,9,9,Own Goal
1954,1954-06-27,Quarter-finals,West Germany,Yugoslavia,West Germany,Helmut Rahn,85,85,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Hungary,Zoltán Czibor,13,13,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Hungary,Nándor Hidegkuti,46,46,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Uruguay,Juan Hohberg,75,75,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Uruguay,Juan Hohberg,86,86,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Hungary,Sándor Kocsis,111,111,Normal
1954,1954-06-30,Semi-finals,Hungary,Uruguay,Hungary,Sándor Kocsis,116,116,Normal
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Hans Schäfer,31,31,Normal
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Max Morlock,47,47,Normal
1954,1954-06-30,Semi-finals,West Germany,Austria,Austria,Erich Probst,51,51,Normal
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Fritz Walter,54,54,Penalty
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Ottmar Walter,61,61,Normal
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Fritz Walter,64,64,Penalty
1954,1954-06-30,Semi-finals,West Germany,Austria,West Germany,Ottmar Walter,89,89,Normal
1954,1954-07-03,Third-place match,Austria,Uruguay,Austria,Ernst Stojaspal,16,16,Penalty
1954,1954-07-03,Third-place match,Austria,Uruguay,Uruguay,Juan Hohberg,22,22,Normal
1954,1954-07-03,Third-place match,Austria,Uruguay,Austria,Luis Cruz,59,59,Own Goal
1954,1954-07-03,Third-place match,Austria,Uruguay,Austria,Ernst Ocwirk,89,89,Normal
1954,1954-07-04,Final,West Germany,Hungary,Hungary,Ferenc Puskás,6,6,Normal
1954,1954-07-04,Final,West Germany,Hungary,Hungary,Zoltán Czibor,8,8,Normal
1954,1954-07-04,Final,West Germany,Hungary,West Germany,Max Morlock,10,10,Normal
1954,1954-07-04,Final,West Germany,Hungary,West Germany,Helmut Rahn,18,18,Normal
1954,1954-07-04,Final,West Germany,Hungary,West Germany,Helmut Rahn,84,84,Normal
1950,1950-06-24,Group stage,Brazil,Mexico,Brazil,not applicable Ademir,30,30,Normal
1950,1950-06-24,Group stage,Brazil,Mexico,Brazil,not applicable Jair,65,65,Normal
1950,1950-06-24,Group stage,Brazil,Mexico,Brazil,not applicable Baltazar,71,71,Normal
1950,1950-06-24,Group stage,Brazil,Mexico,Brazil,not applicable Ademir,79,79,Normal
1950,1950-06-25,Group stage,Yugoslavia,Switzerland,Yugoslavia,Rajko Mitić,59,59,Normal
1950,1950-06-25,Group stage,Yugoslavia,Switzerland,Yugoslavia,Kosta Tomašević,70,70,Normal
1950,1950-06-25,Group stage,Yugoslavia,Switzerland,Yugoslavia,Tihomir Ognjanov,84,84,Normal
1950,1950-06-25,Group stage,England,Chile,England,Stan Mortensen,39,39,Normal
1950,1950-06-25,Group stage,England,Chile,England,Wilf Mannion,51,51,Normal
1950,1950-06-25,Group stage,Spain,United States,United States,Gino Pariani,17,17,Normal
1950,1950-06-25,Group stage,Spain,United States,Spain,Silvestre Igoa,81,81,Normal
1950,1950-06-25,Group stage,Spain,United States,Spain,Estanislau Basora,83,83,Normal
1950,1950-06-25,Group stage,Spain,United States,Spain,Telmo Zarra,89,89,Normal
1950,1950-06-25,Group stage,Sweden,Italy,Italy,Riccardo Carapellese,7,7,Normal
1950,1950-06-25,Group stage,Sweden,Italy,Sweden,Hasse Jeppson,25,25,Normal
1950,1950-06-25,Group stage,Sweden,Italy,Sweden,Sune Andersson,33,33,Normal
1950,1950-06-25,Group stage,Sweden,Italy,Sweden,Hasse Jeppson,68,68,Normal
1950,1950-06-25,Group stage,Sweden,Italy,Italy,Ermes Muccinelli,75,75,Normal
1950,1950-06-28,Group stage,Brazil,Switzerland,Brazil,not applicable Alfredo,3,3,Normal
1950,1950-06-28,Group stage,Brazil,Switzerland,Switzerland,Jacques Fatton,17,17,Normal
1950,1950-06-28,Group stage,Brazil,Switzerland,Brazil,not applicable Baltazar,32,32,Normal
1950,1950-06-28,Group stage,Brazil,Switzerland,Switzerland,Jacques Fatton,88,88,Normal
1950,1950-06-28,Group stage,Yugoslavia,Mexico,Yugoslavia,Stjepan Bobek,20,20,Normal
1950,1950-06-28,Group stage,Yugoslavia,Mexico,Yugoslavia,Željko Čajkovski,23,23,Normal
1950,1950-06-28,Group stage,Yugoslavia,Mexico,Yugoslavia,Željko Čajkovski,51,51,Normal
1950,1950-06-28,Group stage,Yugoslavia,Mexico,Yugoslavia,Kosta Tomašević,81,81,Normal
1950,1950-06-28,Group stage,Yugoslavia,Mexico,Mexico,Héctor Ortiz,89,89,Penalty
1950,1950-06-29,Group stage,Spain,Chile,Spain,Estanislau Basora,17,17,Normal
1950,1950-06-29,Group stage,Spain,Chile,Spain,Telmo Zarra,30,30,Normal
1950,1950-06-29,Group stage,United States,England,United States,Joe Gaetjens,38,38,Normal
1950,1950-06-29,Group stage,Sweden,Paraguay,Sweden,Stig Sundqvist,17,17,Normal
1950,1950-06-29,Group stage,Sweden,Paraguay,Sweden,Karl-Erik Palmér,26,26,Normal
1950,1950-06-29,Group stage,Sweden,Paraguay,Paraguay,Atilio López,35,35,Normal
1950,1950-06-29,Group stage,Sweden,Paraguay,Paraguay,César López Fretes,74,74,Normal
1950,1950-07-01,Group stage,Brazil,Yugoslavia,Brazil,not applicable Ademir,4,4,Normal
1950,1950-07-01,Group stage,Brazil,Yugoslavia,Brazil,not applicable Zizinho,69,69,Normal
1950,1950-07-02,Group stage,Chile,United States,Chile,George Robledo,16,16,Normal
1950,1950-07-02,Group stage,Chile,United States,Chile,Atilio Cremaschi,32,32,Normal
1950,1950-07-02,Group stage,Chile,United States,United States,Frank Wallace,47,47,Normal
1950,1950-07-02,Group stage,Chile,United States,United States,Joe Maca,48,48,Penalty
1950,1950-07-02,Group stage,Chile,United States,Chile,Andrés Prieto,54,54,Normal
1950,1950-07-02,Group stage,Chile,United States,Chile,Atilio Cremaschi,60,60,Normal
1950,1950-07-02,Group stage,Chile,United States,Chile,Fernando Riera,82,82,Normal
1950,1950-07-02,Group stage,Spain,England,Spain,Telmo Zarra,48,48,Normal
1950,1950-07-02,Group stage,Italy,Paraguay,Italy,Riccardo Carapellese,12,12,Normal
1950,1950-07-02,Group stage,Italy,Paraguay,Italy,Egisto Pandolfini,62,62,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Oscar Míguez,14,14,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Ernesto Vidal,18,18,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Juan Alberto Schiaffino,23,23,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Oscar Míguez,40,40,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Oscar Míguez,51,51,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Juan Alberto Schiaffino,54,54,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Julio Pérez,83,83,Normal
1950,1950-07-02,Group stage,Uruguay,Bolivia,Uruguay,Alcides Ghiggia,87,87,Normal
1950,1950-07-02,Group stage,Switzerland,Mexico,Switzerland,René Bader,10,10,Normal
1950,1950-07-02,Group stage,Switzerland,Mexico,Switzerland,Charles Antenen,44,44,Normal
1950,1950-07-02,Group stage,Switzerland,Mexico,Mexico,Horacio Casarín,89,89,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Ademir,17,17,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Ademir,36,36,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Chico,39,39,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Ademir,52,52,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Ademir,58,58,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Sweden,Sune Andersson,67,67,Penalty
