year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
2022,2022-12-13,Semi-finals,Argentina,Croatia,Argentina,Julián Álvarez,39,39,Normal
2022,2022-12-13,Semi-finals,Argentina,Croatia,Argentina,Julián Álvarez,69,69,Normal
2022,2022-12-14,Semi-finals,France,Morocco,France,Théo Hernandez,5,5,Normal
2022,2022-12-14,Semi-finals,France,Morocco,France,Randal Kolo Muani,79,79,Normal
2022,2022-12-17,Third-place match,Croatia,Morocco,Croatia,Joško Gvardiol,7,7,Normal
2022,2022-12-17,Third-place match,Croatia,Morocco,Morocco,Achraf Dari,9,9,Normal
2022,2022-12-17,Third-place match,Croatia,Morocco,Croatia,Mislav Oršić,42,42,Normal
2022,2022-12-18,Final,Argentina,France,Argentina,Lionel Messi,23,23,Penalty
2022,2022-12-18,Final,Argentina,France,Argentina,Ángel Di María,36,36,Normal
2022,2022-12-18,Final,Argentina,France,France,Kylian Mbappé,80,80,Penalty
2022,2022-12-18,Final,Argentina,France,France,Kylian Mbappé,81,81,Normal
2022,2022-12-18,Final,Argentina,France,Argentina,Lionel Messi,108,108,Normal
2022,2022-12-18,Final,Argentina,France,France,Kylian Mbappé,118,118,Penalty
2018,2018-06-14,Group stage,Russia,Saudi Arabia,Russia,Yury Gazinsky,12,12,Normal
2018,2018-06-14,Group stage,Russia,Saudi Arabia,Russia,Denis Cheryshev,43,43,Normal
2018,2018-06-14,Group stage,Russia,Saudi Arabia,Russia,Artem Dzyuba,71,71,Normal
2018,2018-06-14,Group stage,Russia,Saudi Arabia,Russia,Denis Cheryshev,90+1,91,Normal
2018,2018-06-14,Group stage,Russia,Saudi Arabia,Russia,Aleksandr Golovin,90+4,94,Normal
2018,2018-06-15,Group stage,Egypt,Uruguay,Uruguay,José Giménez,89,89,Normal
2018,2018-06-15,Group stage,Morocco,Iran,Iran,Aziz Bouhaddouz,90+5,95,Own Goal
2018,2018-06-15,Group stage,Portugal,Spain,Portugal,Cristiano Ronaldo,4,4,Penalty
2018,2018-06-15,Group stage,Portugal,Spain,Spain,Diego Costa,24,24,Normal
2018,2018-06-15,Group stage,Portugal,Spain,Portugal,Cristiano Ronaldo,44,44,Normal
2018,2018-06-15,Group stage,Portugal,Spain,Spain,Diego Costa,55,55,Normal
2018,2018-06-15,Group stage,Portugal,Spain,Spain,not applicable Nacho,58,58,Normal
2018,2018-06-15,Group stage,Portugal,Spain,Portugal,Cristiano Ronaldo,88,88,Normal
2018,2018-06-16,Group stage,France,Australia,France,Antoine Griezmann,58,58,Penalty
2018,2018-06-16,Group stage,France,Australia,Australia,Mile Jedinak,62,62,Penalty
2018,2018-06-16,Group stage,France,Australia,France,Aziz Behich,81,81,Own Goal
2018,2018-06-16,Group stage,Argentina,Iceland,Argentina,Sergio Agüero,19,19,Normal
2018,2018-06-16,Group stage,Argentina,Iceland,Iceland,Alfreð Finnbogason,23,23,Normal
2018,2018-06-16,Group stage,Peru,Denmark,Denmark,Yussuf Poulsen,59,59,Normal
2018,2018-06-16,Group stage,Croatia,Nigeria,Croatia,Peter Etebo,32,32,Own Goal
2018,2018-06-16,Group stage,Croatia,Nigeria,Croatia,Luka Modrić,71,71,Penalty
2018,2018-06-17,Group stage,Costa Rica,Serbia,Serbia,Aleksandar Kolarov,56,56,Normal
2018,2018-06-17,Group stage,Germany,Mexico,Mexico,Hirving Lozano,35,35,Normal
2018,2018-06-17,Group stage,Brazil,Switzerland,Brazil,Philippe Coutinho,20,20,Normal
2018,2018-06-17,Group stage,Brazil,Switzerland,Switzerland,Steven Zuber,50,50,Normal
2018,2018-06-18,Group stage,Sweden,South Korea,Sweden,Andreas Granqvist,65,65,Penalty
2018,2018-06-18,Group stage,Belgium,Panama,Belgium,Dries Mertens,47,47,Normal
2018,2018-06-18,Group stage,Belgium,Panama,Belgium,Romelu Lukaku,69,69,Normal
2018,2018-06-18,Group stage,Belgium,Panama,Belgium,Romelu Lukaku,75,75,Normal
2018,2018-06-18,Group stage,Tunisia,England,England,Harry Kane,11,11,Normal
2018,2018-06-18,Group stage,Tunisia,England,Tunisia,Ferjani Sassi,35,35,Penalty
2018,2018-06-18,Group stage,Tunisia,England,England,Harry Kane,90+1,91,Normal
2018,2018-06-19,Group stage,Colombia,Japan,Japan,Shinji Kagawa,6,6,Penalty
2018,2018-06-19,Group stage,Colombia,Japan,Colombia,Juan Fernando Quintero,39,39,Normal
2018,2018-06-19,Group stage,Colombia,Japan,Japan,Yuya Osako,73,73,Normal
2018,2018-06-19,Group stage,Poland,Senegal,Senegal,Thiago Cionek,37,37,Own Goal
2018,2018-06-19,Group stage,Poland,Senegal,Senegal,M'Baye Niang,60,60,Normal
2018,2018-06-19,Group stage,Poland,Senegal,Poland,Grzegorz Krychowiak,86,86,Normal
2018,2018-06-19,Group stage,Russia,Egypt,Russia,Ahmed Fathy,47,47,Own Goal
2018,2018-06-19,Group stage,Russia,Egypt,Russia,Denis Cheryshev,59,59,Normal
2018,2018-06-19,Group stage,Russia,Egypt,Russia,Artem Dzyuba,62,62,Normal
2018,2018-06-19,Group stage,Russia,Egypt,Egypt,Mohamed Salah,73,73,Penalty
2018,2018-06-20,Group stage,Portugal,Morocco,Portugal,Cristiano Ronaldo,4,4,Normal
2018,2018-06-20,Group stage,Uruguay,Saudi Arabia,Uruguay,Luis Suárez,23,23,Normal
2018,2018-06-20,Group stage,Iran,Spain,Spain,Diego Costa,54,54,Normal
2018,2018-06-21,Group stage,Denmark,Australia,Denmark,Christian Eriksen,7,7,Normal
2018,2018-06-21,Group stage,Denmark,Australia,Australia,Mile Jedinak,38,38,Penalty
2018,2018-06-21,Group stage,France,Peru,France,Kylian Mbappé,34,34,Normal
2018,2018-06-21,Group stage,Argentina,Croatia,Croatia,Ante Rebić,53,53,Normal
2018,2018-06-21,Group stage,Argentina,Croatia,Croatia,Luka Modrić,80,80,Normal
2018,2018-06-21,Group stage,Argentina,Croatia,Croatia,Ivan Rakitić,90+1,91,Normal
2018,2018-06-22,Group stage,Brazil,Costa Rica,Brazil,Philippe Coutinho,90+1,91,Normal
2018,2018-06-22,Group stage,Brazil,Costa Rica,Brazil,not applicable Neymar,90+7,97,Normal
2018,2018-06-22,Group stage,Nigeria,Iceland,Nigeria,Ahmed Musa,49,49,Normal
2018,2018-06-22,Group stage,Nigeria,Iceland,Nigeria,Ahmed Musa,75,75,Normal
2018,2018-06-22,Group stage,Serbia,Switzerland,Serbia,Aleksandar Mitrović,5,5,Normal
2018,2018-06-22,Group stage,Serbia,Switzerland,Switzerland,Granit Xhaka,52,52,Normal
2018,2018-06-22,Group stage,Serbia,Switzerland,Switzerland,Xherdan Shaqiri,90,90,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Belgium,Eden Hazard,6,6,Penalty
2018,2018-06-23,Group stage,Belgium,Tunisia,Belgium,Romelu Lukaku,16,16,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Tunisia,Dylan Bronn,18,18,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Belgium,Romelu Lukaku,45+3,48,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Belgium,Eden Hazard,51,51,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Belgium,Michy Batshuayi,90,90,Normal
2018,2018-06-23,Group stage,Belgium,Tunisia,Tunisia,Wahbi Khazri,90+3,93,Normal
2018,2018-06-23,Group stage,South Korea,Mexico,Mexico,Carlos Vela,26,26,Penalty
2018,2018-06-23,Group stage,South Korea,Mexico,Mexico,Javier Hernández,66,66,Normal
2018,2018-06-23,Group stage,South Korea,Mexico,South Korea,Heung-min Son,90+3,93,Normal
2018,2018-06-23,Group stage,Germany,Sweden,Sweden,Ola Toivonen,32,32,Normal
